Id	BlockId	Meta	Hardness	DropItemId	DropItemMeta	DropProbability	DropCount	DefaultHurt	DefaultDrop	HoldItemId	HoldItemHurt	DropItem	Integral	Unnamed: 14	Unnamed: 15	Unnamed: 16
11401	114	1	100	114	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	480	地狱砖楼梯	480.0	√
11402	114	2	100	114	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	480	地狱砖楼梯	480.0	√
11403	114	3	100	114	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	480	地狱砖楼梯	480.0	√
11404	114	4	100	114	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	480	地狱砖楼梯		
11405	114	5	100	114	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	480	地狱砖楼梯		
11406	114	6	100	114	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	480	地狱砖楼梯		
11407	114	7	100	114	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	480	地狱砖楼梯		
11500	115	0	20	115	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	120	地狱疣	120.0	√
12300	123	0	100	123	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	红石灯	1.0	√
12500	125	0	100	125	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2	双层橡木板	1.0	√
12501	125	1	100	125	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2	双层云杉木板	1.0	√
12502	125	2	100	125	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2	双层白桦木板	1.0	√
12503	125	3	100	125	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2	双层丛林木板	1.0	√
12600	126	0	100	126	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	单层橡木板	0.0	√
12601	126	1	100	126	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	单层云杉木板	0.0	√
12602	126	2	100	126	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	单层桦树木板	0.0	√
12603	126	3	100	126	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	单层丛林木板	0.0	√
12608	126	8	100	126	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	单层橡木板	0.0	√
12610	126	10	100	126	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	单层桦树木板	0.0	√
12800	128	0	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯	21.0	√
12801	128	1	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯	21.0	√
12802	128	2	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯	21.0	√
12803	128	3	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯	21.0	√
12804	128	4	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯		
12805	128	5	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯		
12806	128	6	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯		
12807	128	7	100	128	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	21	砂石楼梯		
13300	133	0	160	133	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	3150	绿宝石块	3150.0	√
13800	138	0	100	138	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	信标	60000.0	√
13900	139	0	100	139	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	圆石墙	1.0	√
14000	140	0	100	140	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	180	花盆	180.0	√
15200	152	0	160	152	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	红石块	1.0	√
15500	155	0	160	155	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	50	石英块	50.0	√
15501	155	1	160	155	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	50	錾制石英块	50.0	√
15502	155	2	160	155	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	50	竖纹石英块	50.0	√
15600	156	0	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯	75.0	√
15601	156	1	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯	75.0	√
15602	156	2	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯	75.0	√
15603	156	3	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯	75.0	√
15604	156	4	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯		
15605	156	5	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯		
15606	156	6	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯		
15607	156	7	100	156	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	75	石英楼梯		
15900	159	0	100	159	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	白色陶瓦	900.0	√
15901	159	1	100	159	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	橙色陶瓦	900.0	√
15902	159	2	100	159	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	品红色陶瓦	900.0	√
15903	159	3	100	159	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	浅蓝色陶瓦	900.0	√
15904	159	4	100	159	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	黄色陶瓦	900.0	√
15905	159	5	100	159	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	黄绿色陶瓦	900.0	√
15906	159	6	100	159	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	粉色陶瓦	900.0	√
15907	159	7	100	159	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	灰色陶瓦	900.0	√
15908	159	8	100	159	8	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	浅灰色陶瓦	900.0	√
15909	159	9	100	159	9	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	青色陶瓦	900.0	√
15910	159	10	100	159	10	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	紫色陶瓦	900.0	√
15911	159	11	100	159	11	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	蓝色陶瓦	900.0	√
15912	159	12	100	159	12	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	棕色陶瓦	900.0	√
15913	159	13	100	159	13	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	绿色陶瓦	900.0	√
15914	159	14	100	159	14	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	红色陶瓦	900.0	√
15915	159	15	100	159	15	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	黑色陶瓦	900.0	√
16000	160	0	100	160	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	白色玻璃板	25.0	√
16001	160	1	100	160	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	橙色玻璃板	25.0	√
16002	160	2	100	160	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	品红色玻璃板	25.0	√
16003	160	3	100	160	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	浅蓝色玻璃板	25.0	√
16004	160	4	100	160	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	黄色玻璃板	25.0	√
16005	160	5	100	160	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	浅绿色玻璃板	25.0	√
16006	160	6	100	160	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	粉色玻璃板	25.0	√
16007	160	7	100	160	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	灰色玻璃板	25.0	√
16008	160	8	100	160	8	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	浅灰色玻璃板	25.0	√
16009	160	9	100	160	9	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	青色玻璃板	25.0	√
16010	160	10	100	160	10	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	紫色玻璃板	25.0	√
16011	160	11	100	160	11	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	蓝色玻璃板	25.0	√
16012	160	12	100	160	12	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	棕色玻璃板	25.0	√
16013	160	13	100	160	13	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	绿色玻璃板	25.0	√
16014	160	14	100	160	14	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	红色玻璃板	25.0	√
16015	160	15	100	160	15	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	25	黑色玻璃板	25.0	√
16800	168	0	250	168	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	4500	海晶灯	4500.0	√
17100	171	0	70	171	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	33	白色地毯	33.0	√
17101	171	1	70	171	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	橙色地毯	365.0	√
17102	171	2	70	171	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	品红色地毯	365.0	√
17103	171	3	70	171	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	浅蓝色地毯	365.0	√
17104	171	4	70	171	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	黄色地毯	365.0	√
17105	171	5	70	171	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	浅绿色地毯	365.0	√
17106	171	6	70	171	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	粉色地毯	365.0	√
17107	171	7	70	171	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	灰色地毯	365.0	√
17108	171	8	70	171	8	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	浅灰色地毯	365.0	√
17109	171	9	70	171	9	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	青色地毯	365.0	√
17110	171	10	70	171	10	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	紫色地毯	365.0	√
17111	171	11	70	171	11	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	蓝色地毯	365.0	√
17112	171	12	70	171	12	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	棕色地毯	365.0	√
17113	171	13	70	171	13	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	绿色地毯	365.0	√
17114	171	14	70	171	14	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	红色地毯	365.0	√
17115	171	15	70	171	15	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	365	黑色地毯	365.0	√
17200	172	0	100	172	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	800	陶瓦	800.0	√
17300	173	0	180	173	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	45	煤炭块	45.0	√
18400	184	0	100	184	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2	白桦木栅栏门	2.0	√
18900	189	0	100	189	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木栅栏	1.0	√
19400	194	0	100	510	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木门下	1.0	√
19408	194	8	100	510	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木门上	1.0	√
21500	215	0	140	215	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	400	红色地狱砖	400.0	√
23500	235	0	100	235	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	白色带釉陶瓦	900.0	√
23600	236	0	100	236	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	橙色带釉陶瓦	900.0	√
23700	237	0	100	237	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	品红色带釉陶瓦	900.0	√
23800	238	0	100	238	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	浅蓝色带釉陶瓦	900.0	√
23900	239	0	100	239	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	黄色带釉陶瓦	900.0	√
24000	240	0	100	240	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	黄绿色带釉陶瓦	900.0	√
24100	241	0	100	241	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	粉色带釉陶瓦	900.0	√
24200	242	0	100	242	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	灰色带釉陶瓦	900.0	√
24300	243	0	100	243	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	浅灰色带釉陶瓦	900.0	√
24400	244	0	100	244	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	青色带釉陶瓦	900.0	√
24500	245	0	100	245	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	紫色带釉陶瓦	900.0	√
24600	246	0	100	246	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	蓝色带釉陶瓦	900.0	√
24700	247	0	100	247	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	棕色带釉陶瓦	900.0	√
24800	248	0	100	248	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	绿色带釉陶瓦	900.0	√
24900	249	0	100	249	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	红色带釉陶瓦	900.0	√
25000	250	0	100	250	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	900	黑色带釉陶瓦	900.0	√
25100	251	0	100	251	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	白色混凝土	675.0	√
25101	251	1	100	251	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	橙色混凝土	675.0	√
25102	251	2	100	251	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	品红色混凝土	675.0	√
25103	251	3	100	251	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	浅蓝色混凝土	675.0	√
25104	251	4	100	251	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	黄色混凝土	675.0	√
25105	251	5	100	251	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	浅绿色混凝土	675.0	√
25106	251	6	100	251	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	粉色混凝土	675.0	√
25107	251	7	100	251	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	灰色混凝土	675.0	√
25108	251	8	100	251	8	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	浅灰色混凝土	675.0	√
25109	251	9	100	251	9	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	青色混凝土	675.0	√
25110	251	10	100	251	10	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	紫色混凝土	675.0	√
25111	251	11	100	251	11	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	蓝色混凝土	675.0	√
25112	251	12	100	251	12	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	棕色混凝土	675.0	√
25113	251	13	100	251	13	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	绿色混凝土	675.0	√
25114	251	14	100	251	14	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	红色混凝土	675.0	√
25115	251	15	100	251	15	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	黑色混凝土	675.0	√
135200	1352	0	20	2352	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	兰花	500.0	√
135300	1353	0	20	2353	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	茜草花	500.0	√
135500	1355	0	20	2355	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	橙色郁金香	500.0	√
135600	1356	0	20	2356	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	牡丹	500.0	√
135700	1357	0	20	2357	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	丁香	500.0	√
141900	1419	0	140	2419	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	海晶石	600.0	√
142000	1420	0	140	2420	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1350	海晶石砖	1350.0	√
142100	1421	0	140	2421	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1700	暗色海晶石	1700.0	√
142200	1422	0	120	2422	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	10000	星空方块	10000.0	√
142400	1424	0	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯	2025.0	√
142401	1424	1	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯	2025.0	√
142402	1424	2	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯	2025.0	√
142403	1424	3	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯	2025.0	√
142404	1424	4	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯		
142405	1424	5	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯		
142406	1424	6	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯		
142407	1424	7	100	2424	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2025	海晶石砖楼梯		
142500	1425	0	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯	2550.0	√
142501	1425	1	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯	2550.0	√
142502	1425	2	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯	2550.0	√
142503	1425	3	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯	2550.0	√
142504	1425	4	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯		
142505	1425	5	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯		
142506	1425	6	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯		
142507	1425	7	100	2425	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	2550	暗海晶石楼梯		
142600	1426	0	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯	600.0	√
142601	1426	1	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯	600.0	√
142602	1426	2	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯	600.0	√
142603	1426	3	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯	600.0	√
142604	1426	4	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯		
142605	1426	5	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯		
142606	1426	6	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯		
142607	1426	7	100	2426	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	红色地狱砖楼梯		
142703	1427	3	100	2427	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	400	红色地狱砖双层板	400.0	√
142801	1428	1	100	2428	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	海晶石砖板	675.0	√
142802	1428	2	100	2428	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	850	暗海晶石板	850.0	√
