Id	TaskSort	Level	Quality	Unnamed: 4	Title	Icon	TaskTypeId	Remarks	RemarksMeta	GoalNum	RewardIds	RewardWeigth	Weight	SortValue	GameType	StageId	Stage	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24
30403	2	#	4	3	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	20	182	#	3	11#16	升级矿机		升级矿机	将任意矿机等级提升一级	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	
30404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	40	183	#	3	11#16	看广告		看广告	观看一则广告，轻松获取奖励	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	
40101	2	#	1	1	create_task_title	set:task_and_shop.json image:crafting	102	65	0	2	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	57	188	#	4	17#20	合成	梯子	合成	合成2个梯子	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	
40102	2	#	1	2	create_task_title	set:task_and_shop.json image:crafting	102	50	0	2	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	57	189	#	4	17#20	合成	火把	合成	合成2个火把			
40103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	2	0	4	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	57	190	#	4	17#20	收集	草方块	收集方块	收集4个草方块			
40104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	20	0	4	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	57	191	#	4	17#20	收集	玻璃	收集方块	收集4个玻璃			
40105	2	#	1	5	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	57	192	#	4	17#20	合成	砂石板	合成	合成4个砂石板			
40106	2	#	1	6	plante_tree_task_title	set:task_and_shop.json image:plante_tree	105	6	0	3	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	57	193	#	4	17#20	种树	白桦树苗	种树	种植3棵白桦树苗			
40107	2	#	1	7	collect_task_title	set:task_and_shop.json image:collect_food	101	647	0	10	200032#2400046#15500012#26500064#26600010#40900003#17100022	1#1#1#1#1#1#1	57	194	#	4	17#20	收集	胡萝卜	收集农作物	收集10个胡萝卜			
40201	2	#	2	1	create_task_title	set:task_and_shop.json image:crafting	102	171	0	2	200045#2400064#15500018#26600015#40900005#17100031	1#1#1#1#1#1	48	195	#	4	17#20	合成	白色地毯	合成	合成2个白色地毯			
40202	2	#	2	2	create_task_title	set:task_and_shop.json image:crafting	102	128	0	2	200045#2400064#15500018#26600015#40900005#17100031	1#1#1#1#1#1	48	196	#	4	17#20	合成	砂石楼梯	合成	合成2个砂石楼梯			
40203	2	#	2	3	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	1	200045#2400064#15500018#26600015#40900005#17100031	1#1#1#1#1#1	48	197	#	4	17#20	PVP		PVP	在矿区击败1个玩家			
40204	2	#	2	4	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	200045#2400064#15500018#26600015#40900005#17100031	1#1#1#1#1#1	48	198	#	4	17#20	升级矿机		升级矿机	将任意矿机等级提升一级			
40205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200045#2400064#15500018#26600015#40900005#17100031	1#1#1#1#1#1	190	199	#	4	17#20	看广告		看广告	观看一则广告，轻松获取奖励			
40301	2	#	3	1	create_task_title	set:task_and_shop.json image:crafting	102	44	0	3	15500031#4500006#26600026#40900009#17100054#11200004#26400005	1#1#1#1#1#1#1	23	200	#	4	17#20	合成	石英板	合成	合成3个石英板			
40302	2	#	3	2	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	2	15500031#4500006#26600026#40900009#17100054#11200004#26400005	1#1#1#1#1#1#1	23	201	#	4	17#20	收集	地狱岩	收集方块	收集2个地狱岩			
40303	2	#	3	3	kill_monster_task_title0	set:task_and_shop.json image:kill_monster	108	4001	0	3	15500031#4500006#26600026#40900009#17100054#11200004#26400005	1#1#1#1#1#1#1	23	202	#	4	17#20	杀怪	恶魂	杀怪	在矿区击杀3个恶魂			
40304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	15500031#4500006#26600026#40900009#17100054#11200004#26400005	1#1#1#1#1#1#1	50	203	#	4	17#20	看广告		看广告	观看一则广告，轻松获取奖励			
40401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	1	15500048#4500010#26600040#40900014#11200007#26400008	1#1#1#1#1#1	20	204	#	4	17#20	PVP		PVP	在矿区击败1个玩家			
40402	2	#	4	2	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	1	15500048#4500010#26600040#40900014#11200007#26400008	1#1#1#1#1#1	20	205	#	4	17#20	杀怪	僵尸	杀怪	在矿区击杀1个僵尸			
40403	2	#	4	3	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	15500048#4500010#26600040#40900014#11200007#26400008	1#1#1#1#1#1	20	206	#	4	17#20	升级矿机		升级矿机	将任意矿机等级提升一级			
40404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	15500048#4500010#26600040#40900014#11200007#26400008	1#1#1#1#1#1	40	207	#	4	17#20	看广告		看广告	观看一则广告，轻松获取奖励			
50101	2	#	1	1	create_task_title	set:task_and_shop.json image:crafting	102	65	0	2	200046#15500018#4500003#26600015#40900005#17100032#26400003	1#1#1#1#1#1#1	57	212	#	5	21#25	合成	梯子	合成	合成2个梯子			
50102	2	#	1	2	create_task_title	set:task_and_shop.json image:crafting	102	50	0	2	200046#15500018#4500003#26600015#40900005#17100032#26400003	1#1#1#1#1#1#1	57	213	#	5	21#25	合成	火把	合成	合成2个火把			
50103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	2	0	4	200046#15500018#4500003#26600015#40900005#17100032#26400003	1#1#1#1#1#1#1	57	214	#	5	21#25	收集	草方块	收集方块	收集4个草方块			
50104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	20	0	4	200046#15500018#4500003#26600015#40900005#17100032#26400003	1#1#1#1#1#1#1	57	215	#	5	21#25	收集	玻璃	收集方块	收集4个玻璃			
50105	2	#	1	5	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	200046#15500018#4500003#26600015#40900005#17100032#26400003	1#1#1#1#1#1#1	57	216	#	5	21#25	合成	砂石板	合成	合成4个砂石板			
50106	2	#	1	6	plante_tree_task_title	set:task_and_shop.json image:plante_tree	105	6	0	3	200046#15500018#4500003#26600015#40900005#17100032#26400003	1#1#1#1#1#1#1	57	217	#	5	21#25	种树	白桦树苗	种树	种植3棵白桦树苗			
50107	2	#	1	7	collect_task_title	set:task_and_shop.json image:collect_food	101	647	0	10	200046#15500018#4500003#26600015#40900005#17100032#26400003	1#1#1#1#1#1#1	57	218	#	5	21#25	收集	胡萝卜	收集农作物	收集10个胡萝卜			
50201	2	#	2	1	create_task_title	set:task_and_shop.json image:crafting	102	171	0	2	200064#15500025#4500005#26600021#40900007#17100044#11200004#26400004	1#1#1#1#1#1#1#1	48	219	#	5	21#25	合成	白色地毯	合成	合成2个白色地毯			
50202	2	#	2	2	create_task_title	set:task_and_shop.json image:crafting	102	128	0	2	200064#15500025#4500005#26600021#40900007#17100044#11200004#26400004	1#1#1#1#1#1#1#1	48	220	#	5	21#25	合成	砂石楼梯	合成	合成2个砂石楼梯			
50203	2	#	2	3	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	1	200064#15500025#4500005#26600021#40900007#17100044#11200004#26400004	1#1#1#1#1#1#1#1	48	221	#	5	21#25	PVP		PVP	在矿区击败1个玩家			
50204	2	#	2	4	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	200064#15500025#4500005#26600021#40900007#17100044#11200004#26400004	1#1#1#1#1#1#1#1	48	222	#	5	21#25	升级矿机		升级矿机	将任意矿机等级提升一级			
50205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200064#15500025#4500005#26600021#40900007#17100044#11200004#26400004	1#1#1#1#1#1#1#1	190	223	#	5	21#25	看广告		看广告	观看一则广告，轻松获取奖励			
50301	2	#	3	1	create_task_title	set:task_and_shop.json image:crafting	102	44	0	3	15500045#4500009#26600037#40900013#11200007#26400008	1#1#1#1#1#1	23	224	#	5	21#25	合成	石英板	合成	合成3个石英板			
50302	2	#	3	2	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	2	15500045#4500009#26600037#40900013#11200007#26400008	1#1#1#1#1#1	23	225	#	5	21#25	收集	地狱岩	收集方块	收集2个地狱岩			
50303	2	#	3	3	kill_monster_task_title0	set:task_and_shop.json image:kill_monster	108	4001	0	3	15500045#4500009#26600037#40900013#11200007#26400008	1#1#1#1#1#1	23	226	#	5	21#25	杀怪	恶魂	杀怪	在矿区击杀3个恶魂			
50304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	15500045#4500009#26600037#40900013#11200007#26400008	1#1#1#1#1#1	50	227	#	5	21#25	看广告		看广告	观看一则广告，轻松获取奖励			
50401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	1	4500014#26600058#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	228	#	5	21#25	PVP		PVP	在矿区击败1个玩家			
50402	2	#	4	2	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	1	4500014#26600058#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	229	#	5	21#25	杀怪	僵尸	杀怪	在矿区击杀1个僵尸			
50403	2	#	4	3	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	4500014#26600058#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	230	#	5	21#25	升级矿机		升级矿机	将任意矿机等级提升一级			
50404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500014#26600058#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	40	231	#	5	21#25	看广告		看广告	观看一则广告，轻松获取奖励			
60101	2	#	1	1	collect_task_title	set:task_and_shop.json image:collect_block	101	35	0	3	15500027#4500005#26600022#40900008#17100047#11200004#26400004	1#1#1#1#1#1#1	57	236	#	6	26#30	收集	白色羊毛	收集方块	收集3个白色羊毛			
60102	2	#	1	2	collect_task_title	set:task_and_shop.json image:collect_food	101	2500	0	3	15500027#4500005#26600022#40900008#17100047#11200004#26400004	1#1#1#1#1#1#1	57	237	#	6	26#30	收集	骨粉	收集农作物	收集3个骨粉			
60103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	172	0	3	15500027#4500005#26600022#40900008#17100047#11200004#26400004	1#1#1#1#1#1#1	57	238	#	6	26#30	收集	陶瓦	收集方块	收集3个陶瓦			
60104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_food	101	2299	0	10	15500027#4500005#26600022#40900008#17100047#11200004#26400004	1#1#1#1#1#1#1	57	239	#	6	26#30	收集	棉花	收集农作物	收集10个棉花			
60105	2	#	1	5	collect_task_title	set:task_and_shop.json image:collect_food	101	297	0	3	15500027#4500005#26600022#40900008#17100047#11200004#26400004	1#1#1#1#1#1#1	57	240	#	6	26#30	收集	面包	收集农作物	收集3个面包			
60106	2	#	1	6	create_task_title	set:task_and_shop.json image:crafting	102	108	0	2	15500027#4500005#26600022#40900008#17100047#11200004#26400004	1#1#1#1#1#1#1	57	241	#	6	26#30	合成	砖块楼梯	合成	合成2个砖块楼梯			
60107	2	#	1	7	create_task_title	set:task_and_shop.json image:crafting	102	156	0	3	15500027#4500005#26600022#40900008#17100047#11200004#26400004	1#1#1#1#1#1#1	57	242	#	6	26#30	合成	石英楼梯	合成	合成3个石英楼梯			
60201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	3	15500038#4500007#26600031#40900011#11200005#26400006	1#1#1#1#1#1	48	243	#	6	26#30	收集	地狱岩	收集方块	收集3个地狱岩			
60202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_block	101	112	0	3	15500038#4500007#26600031#40900011#11200005#26400006	1#1#1#1#1#1	48	244	#	6	26#30	收集	地狱砖块	收集方块	收集3个地狱砖块			
60203	2	#	2	3	create_task_title	set:task_and_shop.json image:crafting	102	171	0	1	15500038#4500007#26600031#40900011#11200005#26400006	1#1#1#1#1#1	48	245	#	6	26#30	合成	白色地毯	合成	合成1个白色地毯			
60204	2	#	2	4	create_task_title	set:task_and_shop.json image:crafting	102	44	0	2	15500038#4500007#26600031#40900011#11200005#26400006	1#1#1#1#1#1	48	246	#	6	26#30	合成	砖板	合成	合成2个砖板			
60205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	15500038#4500007#26600031#40900011#11200005#26400006	1#1#1#1#1#1	190	247	#	6	26#30	看广告		看广告	观看一则广告，轻松获取奖励			
60301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	114	0	2	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	248	#	6	26#30	收集	地狱砖楼梯	收集方块	收集2个地狱砖楼梯			
60302	2	#	3	2	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	249	#	6	26#30	升级矿机		升级矿机	将任意矿机等级提升一级			
60303	2	#	3	3	kill_monster_task_title1	set:task_and_shop.json image:kill_monster	108	4002	0	3	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	250	#	6	26#30	杀怪	骷髅	杀怪	在矿区击杀3个骷髅			
60304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	50	251	#	6	26#30	看广告		看广告	观看一则广告，轻松获取奖励			
60401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	2	4500021#40900030#11200016#26400018#4100009#35100010#35100110#35100210#35100310#35100410#35100510#35100610#35100710#35100810#35100910#35101010#35101110#35101210#35101310#35101410#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	252	#	6	26#30	PVP		PVP	在矿区击败2个玩家			
60402	2	#	4	2	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	2	4500021#40900030#11200016#26400018#4100009#35100010#35100110#35100210#35100310#35100410#35100510#35100610#35100710#35100810#35100910#35101010#35101110#35101210#35101310#35101410#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	253	#	6	26#30	杀怪	僵尸	杀怪	在矿区击杀2个僵尸			
60403	2	#	4	3	kill_monster_task_title3	set:task_and_shop.json image:kill_monster	108	4004	0	1	4500021#40900030#11200016#26400018#4100009#35100010#35100110#35100210#35100310#35100410#35100510#35100610#35100710#35100810#35100910#35101010#35101110#35101210#35101310#35101410#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	254	#	6	26#30	杀怪	凋零	杀怪	在矿区击杀1个凋零			
60404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500021#40900030#11200016#26400018#4100009#35100010#35100110#35100210#35100310#35100410#35100510#35100610#35100710#35100810#35100910#35101010#35101110#35101210#35101310#35101410#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	40	255	#	6	26#30	看广告		看广告	观看一则广告，轻松获取奖励			
70101	2	#	1	1	collect_task_title	set:task_and_shop.json image:collect_block	101	35	0	3	15500033#4500007#26600028#40900010#17100058#11200005#26400006	1#1#1#1#1#1#1	57	260	#	7	30#34	收集	白色羊毛	收集方块	收集3个白色羊毛			
70102	2	#	1	2	collect_task_title	set:task_and_shop.json image:collect_food	101	2500	0	3	15500033#4500007#26600028#40900010#17100058#11200005#26400006	1#1#1#1#1#1#1	57	261	#	7	30#34	收集	骨粉	收集农作物	收集3个骨粉			
70103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	172	0	3	15500033#4500007#26600028#40900010#17100058#11200005#26400006	1#1#1#1#1#1#1	57	262	#	7	30#34	收集	陶瓦	收集方块	收集3个陶瓦			
70104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_food	101	2299	0	10	15500033#4500007#26600028#40900010#17100058#11200005#26400006	1#1#1#1#1#1#1	57	263	#	7	30#34	收集	棉花	收集农作物	收集10个棉花			
70105	2	#	1	5	collect_task_title	set:task_and_shop.json image:collect_food	101	297	0	3	15500033#4500007#26600028#40900010#17100058#11200005#26400006	1#1#1#1#1#1#1	57	264	#	7	30#34	收集	面包	收集农作物	收集3个面包			
70106	2	#	1	6	create_task_title	set:task_and_shop.json image:crafting	102	108	0	2	15500033#4500007#26600028#40900010#17100058#11200005#26400006	1#1#1#1#1#1#1	57	265	#	7	30#34	合成	砖块楼梯	合成	合成2个砖块楼梯			
70107	2	#	1	7	create_task_title	set:task_and_shop.json image:crafting	102	156	0	3	15500033#4500007#26600028#40900010#17100058#11200005#26400006	1#1#1#1#1#1#1	57	266	#	7	30#34	合成	石英楼梯	合成	合成3个石英楼梯			
70201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	3	15500047#4500009#26600039#40900013#11200007#26400008	1#1#1#1#1#1	48	267	#	7	30#34	收集	地狱岩	收集方块	收集3个地狱岩			
70202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_block	101	112	0	3	15500047#4500009#26600039#40900013#11200007#26400008	1#1#1#1#1#1	48	268	#	7	30#34	收集	地狱砖块	收集方块	收集3个地狱砖块			
70203	2	#	2	3	create_task_title	set:task_and_shop.json image:crafting	102	171	0	1	15500047#4500009#26600039#40900013#11200007#26400008	1#1#1#1#1#1	48	269	#	7	30#34	合成	白色地毯	合成	合成1个白色地毯			
70204	2	#	2	4	create_task_title	set:task_and_shop.json image:crafting	102	44	0	2	15500047#4500009#26600039#40900013#11200007#26400008	1#1#1#1#1#1	48	270	#	7	30#34	合成	砖板	合成	合成2个砖板			
70205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	15500047#4500009#26600039#40900013#11200007#26400008	1#1#1#1#1#1	190	271	#	7	30#34	看广告		看广告	观看一则广告，轻松获取奖励			
70301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	114	0	2	4500017#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	272	#	7	30#34	收集	地狱砖楼梯	收集方块	收集2个地狱砖楼梯			
70302	2	#	3	2	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	4500017#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	273	#	7	30#34	升级矿机		升级矿机	将任意矿机等级提升一级			
70303	2	#	3	3	kill_monster_task_title1	set:task_and_shop.json image:kill_monster	108	4002	0	3	4500017#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	274	#	7	30#34	杀怪	骷髅	杀怪	在矿区击杀3个骷髅			
70304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500017#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	50	275	#	7	30#34	看广告		看广告	观看一则广告，轻松获取奖励			
70401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	2	4500026#40900037#11200019#26400022#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900009	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	276	#	7	30#34	PVP		PVP	在矿区击败2个玩家			
70402	2	#	4	2	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	2	4500026#40900037#11200019#26400022#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900009	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	277	#	7	30#34	杀怪	僵尸	杀怪	在矿区击杀2个僵尸			
70403	2	#	4	3	kill_monster_task_title3	set:task_and_shop.json image:kill_monster	108	4004	0	1	4500026#40900037#11200019#26400022#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900009	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	278	#	7	30#34	杀怪	凋零	杀怪	在矿区击杀1个凋零			
70404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500026#40900037#11200019#26400022#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900009	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	40	279	#	7	30#34	看广告		看广告	观看一则广告，轻松获取奖励			
80101	2	#	1	1	collect_task_title	set:task_and_shop.json image:collect_block	101	35	0	3	15500040#4500008#26600034#40900012#11200006#26400007	1#1#1#1#1#1	57	284	#	8	35#38	收集	白色羊毛	收集方块	收集3个白色羊毛			
80102	2	#	1	2	collect_task_title	set:task_and_shop.json image:collect_food	101	2500	0	3	15500040#4500008#26600034#40900012#11200006#26400007	1#1#1#1#1#1	57	285	#	8	35#38	收集	骨粉	收集农作物	收集3个骨粉			
80103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	172	0	3	15500040#4500008#26600034#40900012#11200006#26400007	1#1#1#1#1#1	57	286	#	8	35#38	收集	陶瓦	收集方块	收集3个陶瓦			
80104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_food	101	2299	0	10	15500040#4500008#26600034#40900012#11200006#26400007	1#1#1#1#1#1	57	287	#	8	35#38	收集	棉花	收集农作物	收集10个棉花			
80105	2	#	1	5	collect_task_title	set:task_and_shop.json image:collect_food	101	297	0	3	15500040#4500008#26600034#40900012#11200006#26400007	1#1#1#1#1#1	57	288	#	8	35#38	收集	面包	收集农作物	收集3个面包			
80106	2	#	1	6	create_task_title	set:task_and_shop.json image:crafting	102	108	0	2	15500040#4500008#26600034#40900012#11200006#26400007	1#1#1#1#1#1	57	289	#	8	35#38	合成	砖块楼梯	合成	合成2个砖块楼梯			
80107	2	#	1	7	create_task_title	set:task_and_shop.json image:crafting	102	156	0	3	15500040#4500008#26600034#40900012#11200006#26400007	1#1#1#1#1#1	57	290	#	8	35#38	合成	石英楼梯	合成	合成3个石英楼梯			
80201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	3	15500056#4500011#26600047#40900016#11200008#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	291	#	8	35#38	收集	地狱岩	收集方块	收集3个地狱岩			
80202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_block	101	112	0	3	15500056#4500011#26600047#40900016#11200008#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	292	#	8	35#38	收集	地狱砖块	收集方块	收集3个地狱砖块			
80203	2	#	2	3	create_task_title	set:task_and_shop.json image:crafting	102	171	0	1	15500056#4500011#26600047#40900016#11200008#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	293	#	8	35#38	合成	白色地毯	合成	合成1个白色地毯			
80204	2	#	2	4	create_task_title	set:task_and_shop.json image:crafting	102	44	0	2	15500056#4500011#26600047#40900016#11200008#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	294	#	8	35#38	合成	砖板	合成	合成2个砖板			
80205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	15500056#4500011#26600047#40900016#11200008#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	190	295	#	8	35#38	看广告		看广告	观看一则广告，轻松获取奖励			
80301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	114	0	2	4500020#40900029#11200015#26400017#4100009#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	296	#	8	35#38	收集	地狱砖楼梯	收集方块	收集2个地狱砖楼梯			
