Id	ItemId	TabType	OldItemId	NewCustomId	Name	Image	LockImage	Actor	BodyId	ModelActorBody	ModelActorBodyId	ChipImg	Icon	PriceType	Price	LockTip	Describe	HasGet	SortWeight	UnlockLevel	备注	备注.2	Unnamed: 23	Unnamed: 24
902	902	5	298	10067	DressSetting_name_902	set:bedwar_license_reward.json image:g1008_helmet_8_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_8_rainbow	armor_head	g1008_helmet_8_rainbow.mesh	set:bedwar_license_reward.json image:g1008_helmet_8_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	700	DressSetting_unlock	DressSetting_des_901	0	9998	1	床霸头盔	头盔		
903	903	5	298	10068	DressSetting_name_903	set:bedwar_license_reward.json image:g1008_helmet_9_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_9_rainbow	armor_head	g1008_helmet_9_rainbow.mesh	set:bedwar_license_reward.json image:g1008_helmet_9_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	900	DressSetting_unlock	DressSetting_des_901	0	9997	1	食人花头盔	头盔		
904	904	5	298	10069	DressSetting_name_904	set:bedwar_license_reward_season5.json image:g1008_helmet_10_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_10_rainbow	armor_head	g1008_helmet_10_rainbow.mesh	set:bedwar_license_reward.json image:g1008_helmet_10_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	1000	DressSetting_unlock	DressSetting_des_901	0	9996	1	圣诞头盔	头盔		
905	905	5	298	10070	DressSetting_name_905	set:bedwar_license_reward_season5.json image:g1008_helmet_11_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_11_rainbow	armor_head	g1008_helmet_11_rainbow.mesh	set:bedwar_license_reward.json image:g1008_helmet_11_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	1000	DressSetting_unlock	DressSetting_des_901	0	9995	1	鲨鱼头盔	头盔		
906	906	5	298	10071	DressSetting_name_906	set:bedwar_license_reward_season5.json image:g1008_helmet_12_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_12_rainbow	armor_head	g1008_helmet_12_rainbow.mesh	set:bedwar_license_reward.json image:g1008_helmet_12_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	1000	DressSetting_unlock	DressSetting_des_901	0	9994	1	法老头盔	头盔		
907	907	5	298	10072	DressSetting_name_907	set:bedwar_license_reward_season9.json image:g1008_helmet_14_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_14_rainbow	armor_head	g1008_helmet_14_rainbow.mesh	set:bedwar_license_reward.json image:g1008_helmet_14_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	1200	DressSetting_unlock	DressSetting_des_901	0	9993	1	气泡头盔	头盔		
908	908	5	298	10073	DressSetting_name_908	set:bedwar_license_reward_season10.json image:g1008_helmet_15_rainbow_b	set:dress_shop.json image:g1008_helmet_7_rainbow_b_lock	g1008_skin.actor	g1008_helmet_15_rainbow	armor_head	g1008_helmet_15_rainbow.mesh	set:bedwar_license_reward_season10.json image:g1008_helmet_15_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	700	DressSetting_unlock	DressSetting_des_901	0	9992	1	蒲公英头盔	头盔		
910	910	5	298	10075	DressSetting_name_910	set:bedwar_license_reward_season10.json image:g1008_helmet_17_rainbow_b	set:dress_shop.json image:g1008_helmet_9_rainbow_b_lock	g1008_skin.actor	g1008_helmet_17_rainbow	armor_head	g1008_helmet_17_rainbow.mesh	set:bedwar_license_reward_season10.json image:g1008_helmet_16_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	1200	DressSetting_unlock	DressSetting_des_901	0	9990	1	羽箭头盔	头盔		
911	911	5	298	10076	DressSetting_name_911	set:bedwar_license_reward_season10.json image:g1008_helmet_18_rainbow_b	set:dress_shop.json image:g1008_helmet_10_rainbow_b_lock	g1008_skin.actor	g1008_helmet_18_rainbow	armor_head	g1008_helmet_18_rainbow.mesh	set:bedwar_license_reward_season10.json image:g1008_helmet_17_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	900	DressSetting_unlock	DressSetting_des_901	0	9989	1	斧头头盔	头盔		
912	912	5	298	10077	DressSetting_name_912	set:bedwar_license_reward_season10.json image:g1008_helmet_19_rainbow_b	set:dress_shop.json image:g1008_helmet_11_rainbow_b_lock	g1008_skin.actor	g1008_helmet_19_rainbow	armor_head	g1008_helmet_19_rainbow.mesh	set:bedwar_license_reward_season10.json image:g1008_helmet_18_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	1200	DressSetting_unlock	DressSetting_des_901	0	9988	1	变色龙	头盔		
