id不知道干嘛用	岛屿等级	最小分数	最大分数	Unnamed: 4	辅助计算
933	933	172016613.1	172222898		
934	934	172222898.1	172429183		
935	935	172429183.1	172635468		
936	936	172635468.1	172841753		
937	937	172841753.1	173048038		
938	938	173048038.1	173254323		
939	939	173254323.1	173460608		
940	940	173460608.1	173666893		
941	941	173666893.1	173873178		
942	942	173873178.1	174079463		
943	943	174079463.1	174285748		
944	944	174285748.1	174492033		
945	945	174492033.1	174698318		
946	946	174698318.1	174904603		
947	947	174904603.1	175110888		
948	948	175110888.1	175317173		
949	949	175317173.1	175523458		
950	950	175523458.1	175729743		
951	951	175729743.1	175936028		
952	952	175936028.1	176142313		
953	953	176142313.1	176348598		
954	954	176348598.1	176554883		
955	955	176554883.1	176761168		
956	956	176761168.1	176967453		
957	957	176967453.1	177173738		
958	958	177173738.1	177380023		
959	959	177380023.1	177586308		
960	960	177586308.1	177792593		
961	961	177792593.1	177998878		
962	962	177998878.1	178205163		
963	963	178205163.1	178411448		
964	964	178411448.1	178617733		
965	965	178617733.1	178824018		
966	966	178824018.1	179030303		
967	967	179030303.1	179236588		
968	968	179236588.1	179442873		
969	969	179442873.1	179649158		
970	970	179649158.1	179855443		
971	971	179855443.1	180061728		
972	972	180061728.1	180268013		
973	973	180268013.1	180474298		
974	974	180474298.1	180680583		
975	975	180680583.1	180886868		
976	976	180886868.1	181093153		
977	977	181093153.1	181299438		
978	978	181299438.1	181505723		
979	979	181505723.1	181712008		
980	980	181712008.1	181918293		
981	981	181918293.1	182124578		
982	982	182124578.1	182330863		
983	983	182330863.1	182537148		
984	984	182537148.1	182743433		
985	985	182743433.1	182949718		
986	986	182949718.1	183156003		
987	987	183156003.1	183362288		
988	988	183362288.1	183568573		
989	989	183568573.1	183774858		
990	990	183774858.1	183981143		
991	991	183981143.1	184187428		
992	992	184187428.1	184393713		
993	993	184393713.1	184599998		
994	994	184599998.1	184806283		
995	995	184806283.1	185012568		
996	996	185012568.1	185218853		
997	997	185218853.1	185425138		
998	998	185425138.1	185631423		
999	999	185631423.1	185837708		
1000	1000	185837708.1	186043993		
1001	1001	186043993.1	186250278		
1002	1002	186250278.1	186456563		
1003	1003	186456563.1	186662848		
1004	1004	186662848.1	186869133		
1005	1005	186869133.1	187075418		
1006	1006	187075418.1	187281703		
1007	1007	187281703.1	187487988		
1008	1008	187487988.1	187694273		
1009	1009	187694273.1	187900558		
1010	1010	187900558.1	188106843		
1011	1011	188106843.1	188313128		
1012	1012	188313128.1	188519413		
1013	1013	188519413.1	188725698		
1014	1014	188725698.1	188931983		
1015	1015	188931983.1	189138268		
1016	1016	189138268.1	189344553		
1017	1017	189344553.1	189550838		
1018	1018	189550838.1	189757123		
1019	1019	189757123.1	189963408		
1020	1020	189963408.1	190169693		
1021	1021	190169693.1	190375978		
1022	1022	190375978.1	190582263		
1023	1023	190582263.1	190788548		
1024	1024	190788548.1	190994833		
1025	1025	190994833.1	191201118		
1026	1026	191201118.1	191407403		
1027	1027	191407403.1	191613688		
1028	1028	191613688.1	191819973		
1029	1029	191819973.1	192026258		
1030	1030	192026258.1	192232543		
1031	1031	192232543.1	192438828		
1032	1032	192438828.1	192645113		
1033	1033	192645113.1	192851398		
1034	1034	192851398.1	193057683		
1035	1035	193057683.1	193263968		
1036	1036	193263968.1	193470253		
1037	1037	193470253.1	193676538		
1038	1038	193676538.1	193882823		
1039	1039	193882823.1	194089108		
1040	1040	194089108.1	194295393		
1041	1041	194295393.1	194501678		
1042	1042	194501678.1	194707963		
1043	1043	194707963.1	194914248		
1044	1044	194914248.1	195120533		
1045	1045	195120533.1	195326818		
1046	1046	195326818.1	195533103		
1047	1047	195533103.1	195739388		
1048	1048	195739388.1	195945673		
1049	1049	195945673.1	196151958		
1050	1050	196151958.1	196358243		
1051	1051	196358243.1	196564528		
1052	1052	196564528.1	196770813		
1053	1053	196770813.1	196977098		
1054	1054	196977098.1	197183383		
1055	1055	197183383.1	197389668		
1056	1056	197389668.1	197595953		
1057	1057	197595953.1	197802238		
1058	1058	197802238.1	198008523		
1059	1059	198008523.1	198214808		
1060	1060	198214808.1	198421093		
1061	1061	198421093.1	198627378		
1062	1062	198627378.1	198833663		
1063	1063	198833663.1	199039948		
1064	1064	199039948.1	199246233		
1065	1065	199246233.1	199452518		
1066	1066	199452518.1	199658803		
1067	1067	199658803.1	199865088		
1068	1068	199865088.1	200071373		
1069	1069	200071373.1	200277658		
1070	1070	200277658.1	200483943		
1071	1071	200483943.1	200690228		
1072	1072	200690228.1	200896513		
1073	1073	200896513.1	201102798		
1074	1074	201102798.1	201309083		
1075	1075	201309083.1	201515368		
1076	1076	201515368.1	201721653		
1077	1077	201721653.1	201927938		
1078	1078	201927938.1	202134223		
1079	1079	202134223.1	202340508		
1080	1080	202340508.1	202546793		
1081	1081	202546793.1	202753078		
1082	1082	202753078.1	202959363		
1083	1083	202959363.1	203165648		
1084	1084	203165648.1	203371933		
1085	1085	203371933.1	203578218		
1086	1086	203578218.1	203784503		
1087	1087	203784503.1	203990788		
1088	1088	203990788.1	204197073		
1089	1089	204197073.1	204403358		
1090	1090	204403358.1	204609643		
1091	1091	204609643.1	204815928		
1092	1092	204815928.1	205022213		
1093	1093	205022213.1	205228498		
1094	1094	205228498.1	205434783		
1095	1095	205434783.1	205641068		
1096	1096	205641068.1	205847353		
1097	1097	205847353.1	206053638		
1098	1098	206053638.1	206259923		
1099	1099	206259923.1	206466208		
1100	1100	206466208.1	206672493		
1101	1101	206672493.1	206878778		
1102	1102	206878778.1	207085063		
1103	1103	207085063.1	207291348		
1104	1104	207291348.1	207497633		
1105	1105	207497633.1	207703918		
1106	1106	207703918.1	207910203		
1107	1107	207910203.1	208116488		
1108	1108	208116488.1	208322773		
1109	1109	208322773.1	208529058		
1110	1110	208529058.1	208735343		
1111	1111	208735343.1	208941628		
1112	1112	208941628.1	209147913		
1113	1113	209147913.1	209354198		
1114	1114	209354198.1	209560483		
1115	1115	209560483.1	209766768		
1116	1116	209766768.1	209973053		
1117	1117	209973053.1	210179338		
1118	1118	210179338.1	210385623		
1119	1119	210385623.1	210591908		
1120	1120	210591908.1	210798193		
1121	1121	210798193.1	211004478		
1122	1122	211004478.1	211210763		
1123	1123	211210763.1	211417048		
1124	1124	211417048.1	211623333		
1125	1125	211623333.1	211829618		
1126	1126	211829618.1	212035903		
1127	1127	212035903.1	212242188		
1128	1128	212242188.1	212448473		
1129	1129	212448473.1	212654758		
1130	1130	212654758.1	212861043		
1131	1131	212861043.1	213067328		
1132	1132	213067328.1	213273613		
1133	1133	213273613.1	213479898		
1134	1134	213479898.1	213686183		
1135	1135	213686183.1	213892468		
1136	1136	213892468.1	214098753		
1137	1137	214098753.1	214305038		
1138	1138	214305038.1	214511323		
1139	1139	214511323.1	214717608		
1140	1140	214717608.1	214923893		
1141	1141	214923893.1	215130178		
1142	1142	215130178.1	215336463		
1143	1143	215336463.1	215542748		
1144	1144	215542748.1	215749033		
1145	1145	215749033.1	215955318		
1146	1146	215955318.1	216161603		
1147	1147	216161603.1	216367888		
1148	1148	216367888.1	216574173		
1149	1149	216574173.1	216780458		
1150	1150	216780458.1	216986743		
1151	1151	216986743.1	217193028		
1152	1152	217193028.1	217399313		
1153	1153	217399313.1	217605598		
1154	1154	217605598.1	217811883		
1155	1155	217811883.1	218018168		
1156	1156	218018168.1	218224453		
1157	1157	218224453.1	218430738		
1158	1158	218430738.1	218637023		
1159	1159	218637023.1	218843308		
1160	1160	218843308.1	219049593		
1161	1161	219049593.1	219255878		
1162	1162	219255878.1	219462163		
1163	1163	219462163.1	219668448		
1164	1164	219668448.1	219874733		
1165	1165	219874733.1	220081018		
1166	1166	220081018.1	220287303		
1167	1167	220287303.1	220493588		
1168	1168	220493588.1	220699873		
1169	1169	220699873.1	220906158		
1170	1170	220906158.1	221112443		
1171	1171	221112443.1	221318728		
1172	1172	221318728.1	221525013		
1173	1173	221525013.1	221731298		
1174	1174	221731298.1	221937583		
1175	1175	221937583.1	222143868		
1176	1176	222143868.1	222350153		
1177	1177	222350153.1	222556438		
1178	1178	222556438.1	222762723		
1179	1179	222762723.1	222969008		
1180	1180	222969008.1	223175293		
1181	1181	223175293.1	223381578		
1182	1182	223381578.1	223587863		
1183	1183	223587863.1	223794148		
1184	1184	223794148.1	224000433		
1185	1185	224000433.1	224206718		
1186	1186	224206718.1	224413003		
1187	1187	224413003.1	224619288		
1188	1188	224619288.1	224825573		
1189	1189	224825573.1	225031858		
1190	1190	225031858.1	225238143		
1191	1191	225238143.1	225444428		
1192	1192	225444428.1	225650713		
1193	1193	225650713.1	225856998		
1194	1194	225856998.1	226063283		
1195	1195	226063283.1	226269568		
1196	1196	226269568.1	226475853		
1197	1197	226475853.1	226682138		
1198	1198	226682138.1	226888423		
1199	1199	226888423.1	227094708		
1200	1200	227094708.1	227300993		
1201	1201	227300993.1	227507278		
1202	1202	227507278.1	227713563		
1203	1203	227713563.1	227919848		
1204	1204	227919848.1	228126133		
1205	1205	228126133.1	228332418		
1206	1206	228332418.1	228538703		
1207	1207	228538703.1	228744988		
1208	1208	228744988.1	228951273		
1209	1209	228951273.1	229157558		
1210	1210	229157558.1	229363843		
1211	1211	229363843.1	229570128		
1212	1212	229570128.1	229776413		
1213	1213	229776413.1	229982698		
1214	1214	229982698.1	230188983		
1215	1215	230188983.1	230395268		
1216	1216	230395268.1	230601553		
1217	1217	230601553.1	230807838		
1218	1218	230807838.1	231014123		
1219	1219	231014123.1	231220408		
1220	1220	231220408.1	231426693		
1221	1221	231426693.1	231632978		
1222	1222	231632978.1	231839263		
1223	1223	231839263.1	232045548		
1224	1224	232045548.1	232251833		
1225	1225	232251833.1	232458118		
1226	1226	232458118.1	232664403		
1227	1227	232664403.1	232870688		
1228	1228	232870688.1	233076973		
1229	1229	233076973.1	233283258		
1230	1230	233283258.1	233489543		
1231	1231	233489543.1	233695828		
1232	1232	233695828.1	233902113		
1233	1233	233902113.1	234108398		
1234	1234	234108398.1	234314683		
1235	1235	234314683.1	234520968		
1236	1236	234520968.1	234727253		
1237	1237	234727253.1	234933538		
1238	1238	234933538.1	235139823		
1239	1239	235139823.1	235346108		
1240	1240	235346108.1	235552393		
1241	1241	235552393.1	235758678		
1242	1242	235758678.1	235964963		
1243	1243	235964963.1	236171248		
1244	1244	236171248.1	236377533		
1245	1245	236377533.1	236583818		
1246	1246	236583818.1	236790103		
1247	1247	236790103.1	236996388		
1248	1248	236996388.1	237202673		
1249	1249	237202673.1	237408958		
1250	1250	237408958.1	237615243		
1251	1251	237615243.1	237821528		
1252	1252	237821528.1	238027813		
1253	1253	238027813.1	238234098		
1254	1254	238234098.1	238440383		
1255	1255	238440383.1	238646668		
1256	1256	238646668.1	238852953		
1257	1257	238852953.1	239059238		
1258	1258	239059238.1	239265523		
1259	1259	239265523.1	239471808		
1260	1260	239471808.1	239678093		
1261	1261	239678093.1	239884378		
1262	1262	239884378.1	240090663		
1263	1263	240090663.1	240296948		
1264	1264	240296948.1	240503233		
1265	1265	240503233.1	240709518		
1266	1266	240709518.1	240915803		
1267	1267	240915803.1	241122088		
1268	1268	241122088.1	241328373		
1269	1269	241328373.1	241534658		
1270	1270	241534658.1	241740943		
1271	1271	241740943.1	241947228		
1272	1272	241947228.1	242153513		
1273	1273	242153513.1	242359798		
1274	1274	242359798.1	242566083		
1275	1275	242566083.1	242772368		
1276	1276	242772368.1	242978653		
1277	1277	242978653.1	243184938		
1278	1278	243184938.1	243391223		
1279	1279	243391223.1	243597508		
1280	1280	243597508.1	243803793		
1281	1281	243803793.1	244010078		
1282	1282	244010078.1	244216363		
1283	1283	244216363.1	244422648		
1284	1284	244422648.1	244628933		
1285	1285	244628933.1	244835218		
1286	1286	244835218.1	245041503		
1287	1287	245041503.1	245247788		
1288	1288	245247788.1	245454073		
1289	1289	245454073.1	245660358		
1290	1290	245660358.1	245866643		
1291	1291	245866643.1	246072928		
1292	1292	246072928.1	246279213		
1293	1293	246279213.1	246485498		
1294	1294	246485498.1	246691783		
1295	1295	246691783.1	246898068		
1296	1296	246898068.1	247104353		
1297	1297	247104353.1	247310638		
1298	1298	247310638.1	247516923		
1299	1299	247516923.1	247723208		
1300	1300	247723208.1	247929493		
1301	1301	247929493.1	248135778		
1302	1302	248135778.1	248342063		
1303	1303	248342063.1	248548348		
1304	1304	248548348.1	248754633		
1305	1305	248754633.1	248960918		
1306	1306	248960918.1	249167203		
1307	1307	249167203.1	249373488		
1308	1308	249373488.1	249579773		
1309	1309	249579773.1	249786058		
1310	1310	249786058.1	249992343		
1311	1311	249992343.1	250198628		
1312	1312	250198628.1	250404913		
1313	1313	250404913.1	250611198		
1314	1314	250611198.1	250817483		
1315	1315	250817483.1	251023768		
1316	1316	251023768.1	251230053		
1317	1317	251230053.1	251436338		
1318	1318	251436338.1	251642623		
1319	1319	251642623.1	251848908		
1320	1320	251848908.1	252055193		
1321	1321	252055193.1	252261478		
1322	1322	252261478.1	252467763		
1323	1323	252467763.1	252674048		
1324	1324	252674048.1	252880333		
1325	1325	252880333.1	253086618		
1326	1326	253086618.1	253292903		
1327	1327	253292903.1	253499188		
1328	1328	253499188.1	253705473		
1329	1329	253705473.1	253911758		
1330	1330	253911758.1	254118043		
1331	1331	254118043.1	254324328		
1332	1332	254324328.1	254530613		
1333	1333	254530613.1	254736898		
1334	1334	254736898.1	254943183		
1335	1335	254943183.1	255149468		
1336	1336	255149468.1	255355753		
1337	1337	255355753.1	255562038		
1338	1338	255562038.1	255768323		
1339	1339	255768323.1	255974608		
1340	1340	255974608.1	256180893		
1341	1341	256180893.1	256387178		
1342	1342	256387178.1	256593463		
1343	1343	256593463.1	256799748		
1344	1344	256799748.1	257006033		
1345	1345	257006033.1	257212318		
1346	1346	257212318.1	257418603		
1347	1347	257418603.1	257624888		
1348	1348	257624888.1	257831173		
1349	1349	257831173.1	258037458		
1350	1350	258037458.1	258243743		
1351	1351	258243743.1	258450028		
1352	1352	258450028.1	258656313		
1353	1353	258656313.1	258862598		
1354	1354	258862598.1	259068883		
1355	1355	259068883.1	259275168		
1356	1356	259275168.1	259481453		
1357	1357	259481453.1	259687738		
1358	1358	259687738.1	259894023		
1359	1359	259894023.1	260100308		
1360	1360	260100308.1	260306593		
1361	1361	260306593.1	260512878		
1362	1362	260512878.1	260719163		
1363	1363	260719163.1	260925448		
1364	1364	260925448.1	261131733		
1365	1365	261131733.1	261338018		
1366	1366	261338018.1	261544303		
1367	1367	261544303.1	261750588		
1368	1368	261750588.1	261956873		
1369	1369	261956873.1	262163158		
1370	1370	262163158.1	262369443		
1371	1371	262369443.1	262575728		
1372	1372	262575728.1	262782013		
1373	1373	262782013.1	262988298		
1374	1374	262988298.1	263194583		
1375	1375	263194583.1	263400868		
1376	1376	263400868.1	263607153		
1377	1377	263607153.1	263813438		
1378	1378	263813438.1	264019723		
1379	1379	264019723.1	264226008		
1380	1380	264226008.1	264432293		
1381	1381	264432293.1	264638578		
1382	1382	264638578.1	264844863		
1383	1383	264844863.1	265051148		
1384	1384	265051148.1	265257433		
1385	1385	265257433.1	265463718		
1386	1386	265463718.1	265670003		
1387	1387	265670003.1	265876288		
1388	1388	265876288.1	266082573		
1389	1389	266082573.1	266288858		
1390	1390	266288858.1	266495143		
1391	1391	266495143.1	266701428		
1392	1392	266701428.1	266907713		
1393	1393	266907713.1	267113998		
1394	1394	267113998.1	267320283		
1395	1395	267320283.1	267526568		
1396	1396	267526568.1	267732853		
1397	1397	267732853.1	267939138		
1398	1398	267939138.1	268145423		
1399	1399	268145423.1	268351708		
1400	1400	268351708.1	268557993		
1401	1401	268557993.1	268764278		
1402	1402	268764278.1	268970563		
1403	1403	268970563.1	269176848		
1404	1404	269176848.1	269383133		
1405	1405	269383133.1	269589418		
1406	1406	269589418.1	269795703		
1407	1407	269795703.1	270001988		
1408	1408	270001988.1	270208273		
1409	1409	270208273.1	270414558		
1410	1410	270414558.1	270620843		
1411	1411	270620843.1	270827128		
1412	1412	270827128.1	271033413		
1413	1413	271033413.1	271239698		
1414	1414	271239698.1	271445983		
1415	1415	271445983.1	271652268		
1416	1416	271652268.1	271858553		
1417	1417	271858553.1	272064838		
1418	1418	272064838.1	272271123		
1419	1419	272271123.1	272477408		
1420	1420	272477408.1	272683693		
1421	1421	272683693.1	272889978		
1422	1422	272889978.1	273096263		
1423	1423	273096263.1	273302548		
1424	1424	273302548.1	273508833		
1425	1425	273508833.1	273715118		
1426	1426	273715118.1	273921403		
1427	1427	273921403.1	274127688		
1428	1428	274127688.1	274333973		
1429	1429	274333973.1	274540258		
1430	1430	274540258.1	274746543		
1431	1431	274746543.1	274952828		
1432	1432	274952828.1	275159113		
1433	1433	275159113.1	275365398		
1434	1434	275365398.1	275571683		
1435	1435	275571683.1	275777968		
1436	1436	275777968.1	275984253		
1437	1437	275984253.1	276190538		
1438	1438	276190538.1	276396823		
1439	1439	276396823.1	276603108		
1440	1440	276603108.1	276809393		
1441	1441	276809393.1	277015678		
1442	1442	277015678.1	277221963		
1443	1443	277221963.1	277428248		
1444	1444	277428248.1	277634533		
1445	1445	277634533.1	277840818		
1446	1446	277840818.1	278047103		
1447	1447	278047103.1	278253388		
1448	1448	278253388.1	278459673		
1449	1449	278459673.1	278665958		
1450	1450	278665958.1	278872243		
1451	1451	278872243.1	279078528		
1452	1452	279078528.1	279284813		
1453	1453	279284813.1	279491098		
1454	1454	279491098.1	279697383		
1455	1455	279697383.1	279903668		
1456	1456	279903668.1	280109953		
1457	1457	280109953.1	280316238		
1458	1458	280316238.1	280522523		
1459	1459	280522523.1	280728808		
1460	1460	280728808.1	280935093		
1461	1461	280935093.1	281141378		
1462	1462	281141378.1	281347663		
1463	1463	281347663.1	281553948		
1464	1464	281553948.1	281760233		
1465	1465	281760233.1	281966518		
1466	1466	281966518.1	282172803		
1467	1467	282172803.1	282379088		
1468	1468	282379088.1	282585373		
1469	1469	282585373.1	282791658		
1470	1470	282791658.1	282997943		
1471	1471	282997943.1	283204228		
1472	1472	283204228.1	283410513		
1473	1473	283410513.1	283616798		
1474	1474	283616798.1	283823083		
1475	1475	283823083.1	284029368		
1476	1476	284029368.1	284235653		
1477	1477	284235653.1	284441938		
1478	1478	284441938.1	284648223		
1479	1479	284648223.1	284854508		
1480	1480	284854508.1	285060793		
1481	1481	285060793.1	285267078		
1482	1482	285267078.1	285473363		
1483	1483	285473363.1	285679648		
1484	1484	285679648.1	285885933		
1485	1485	285885933.1	286092218		
1486	1486	286092218.1	286298503		
1487	1487	286298503.1	286504788		
1488	1488	286504788.1	286711073		
1489	1489	286711073.1	286917358		
1490	1490	286917358.1	287123643		
1491	1491	287123643.1	287329928		
1492	1492	287329928.1	287536213		
1493	1493	287536213.1	287742498		
1494	1494	287742498.1	287948783		
1495	1495	287948783.1	288155068		
1496	1496	288155068.1	288361353		
1497	1497	288361353.1	288567638		
1498	1498	288567638.1	288773923		
1499	1499	288773923.1	288980208		
1500	1500	288980208.1	289186493		
1501	9999	289186493.1	99999999999		
