Id	Icon	Type	NumText	RewardId	Meta	Num	Unnamed: 7	Unnamed: 8	Unnamed: 9
35101215	set:skyblock_item.json image:light_blue	1	0	351	12	15	淡蓝色染料	30	
35101216	set:skyblock_item.json image:light_blue	1	0	351	12	16	淡蓝色染料	32	
35101218	set:skyblock_item.json image:light_blue	1	0	351	12	18	淡蓝色染料	36	
35101221	set:skyblock_item.json image:light_blue	1	0	351	12	21	淡蓝色染料	42	
35101224	set:skyblock_item.json image:light_blue	1	0	351	12	24	淡蓝色染料	48	
35101227	set:skyblock_item.json image:light_blue	1	0	351	12	27	淡蓝色染料	54	
35101305	set:skyblock_item.json image:magenta_dye	1	0	351	13	5	品红色染料	10	
35101306	set:skyblock_item.json image:magenta_dye	1	0	351	13	6	品红色染料	12	
35101307	set:skyblock_item.json image:magenta_dye	1	0	351	13	7	品红色染料	14	
35101308	set:skyblock_item.json image:magenta_dye	1	0	351	13	8	品红色染料	16	
35101309	set:skyblock_item.json image:magenta_dye	1	0	351	13	9	品红色染料	18	
35101310	set:skyblock_item.json image:magenta_dye	1	0	351	13	10	品红色染料	20	
35101312	set:skyblock_item.json image:magenta_dye	1	0	351	13	12	品红色染料	24	
35101314	set:skyblock_item.json image:magenta_dye	1	0	351	13	14	品红色染料	28	
35101315	set:skyblock_item.json image:magenta_dye	1	0	351	13	15	品红色染料	30	
35101316	set:skyblock_item.json image:magenta_dye	1	0	351	13	16	品红色染料	32	
35101318	set:skyblock_item.json image:magenta_dye	1	0	351	13	18	品红色染料	36	
35101321	set:skyblock_item.json image:magenta_dye	1	0	351	13	21	品红色染料	42	
35101324	set:skyblock_item.json image:magenta_dye	1	0	351	13	24	品红色染料	48	
35101327	set:skyblock_item.json image:magenta_dye	1	0	351	13	27	品红色染料	54	
35101405	set:skyblock_item.json image:orange_dye	1	0	351	14	5	橙色染料	10	
35101406	set:skyblock_item.json image:orange_dye	1	0	351	14	6	橙色染料	12	
35101407	set:skyblock_item.json image:orange_dye	1	0	351	14	7	橙色染料	14	
35101408	set:skyblock_item.json image:orange_dye	1	0	351	14	8	橙色染料	16	
35101409	set:skyblock_item.json image:orange_dye	1	0	351	14	9	橙色染料	18	
35101410	set:skyblock_item.json image:orange_dye	1	0	351	14	10	橙色染料	20	
35101412	set:skyblock_item.json image:orange_dye	1	0	351	14	12	橙色染料	24	
35101414	set:skyblock_item.json image:orange_dye	1	0	351	14	14	橙色染料	28	
35101415	set:skyblock_item.json image:orange_dye	1	0	351	14	15	橙色染料	30	
35101416	set:skyblock_item.json image:orange_dye	1	0	351	14	16	橙色染料	32	
35101418	set:skyblock_item.json image:orange_dye	1	0	351	14	18	橙色染料	36	
35101421	set:skyblock_item.json image:orange_dye	1	0	351	14	21	橙色染料	42	
35101424	set:skyblock_item.json image:orange_dye	1	0	351	14	24	橙色染料	48	
35101427	set:skyblock_item.json image:orange_dye	1	0	351	14	27	橙色染料	54	
40900003	#	1	0	409	0	3	海晶碎片	1440	
40900004	#	1	0	409	0	4	海晶碎片	1920	
40900005	#	1	0	409	0	5	海晶碎片	2400	
40900007	#	1	0	409	0	7	海晶碎片	3360	
40900008	#	1	0	409	0	8	海晶碎片	3840	
40900009	#	1	0	409	0	9	海晶碎片	4320	
40900010	#	1	0	409	0	10	海晶碎片	4800	
40900011	#	1	0	409	0	11	海晶碎片	5280	
40900012	#	1	0	409	0	12	海晶碎片	5760	
40900013	#	1	0	409	0	13	海晶碎片	6240	
40900014	#	1	0	409	0	14	海晶碎片	6720	
40900016	#	1	0	409	0	16	海晶碎片	7680	
40900017	#	1	0	409	0	17	海晶碎片	8160	
40900019	#	1	0	409	0	19	海晶碎片	9120	
40900020	#	1	0	409	0	20	海晶碎片	9600	
40900021	#	1	0	409	0	21	海晶碎片	10080	
40900024	#	1	0	409	0	24	海晶碎片	11520	
40900027	#	1	0	409	0	27	海晶碎片	12960	
40900029	#	1	0	409	0	29	海晶碎片	13920	
40900030	#	1	0	409	0	30	海晶碎片	14400	
40900035	#	1	0	409	0	35	海晶碎片	16800	
40900037	#	1	0	409	0	37	海晶碎片	17760	
40900042	#	1	0	409	0	42	海晶碎片	20160	
40900045	#	1	0	409	0	45	海晶碎片	21600	
40900048	#	1	0	409	0	48	海晶碎片	23040	
40900053	#	1	0	409	0	53	海晶碎片	25440	
40900054	#	1	0	409	0	54	海晶碎片	25920	
40900064	#	1	0	409	0	64	海晶碎片	30720	
141900005	#	1	0	2419	0	5	海晶石	9600	
141900006	#	1	0	2419	0	6	海晶石	11520	
141900007	#	1	0	2419	0	7	海晶石	13440	
141900008	#	1	0	2419	0	8	海晶石	15360	
141900009	#	1	0	2419	0	9	海晶石	17280	
141900010	#	1	0	2419	0	10	海晶石	19200	
141900011	#	1	0	2419	0	11	海晶石	21120	
141900012	#	1	0	2419	0	12	海晶石	23040	
141900013	#	1	0	2419	0	13	海晶石	24960	
141900016	#	1	0	2419	0	16	海晶石	30720	
141900018	#	1	0	2419	0	18	海晶石	34560	
141900020	#	1	0	2419	0	20	海晶石	38400	
